left_context,right_context
"""No,""--he calmly replied,--""there is but one married woman in the world whom I can ever allow to invite what guests she pleases to Donwell, and that one is--""  ""--Mrs. Weston, I suppose,"" interrupted Mrs. Elton, rather mortified."," ""Ah!"
"""No--Mrs. Knightley;--and till she is in being, I will manage such matters myself."""," ""You certainly will meet them if I can prevail; and I shall call on Miss Bates in my way home."""
"I know you are attached to them."""," ""That's quite unnecessary; I see Jane every day:--but as you like."
"""You certainly will meet them if I can prevail; and I shall call on Miss Bates in my way home."""," ""Not quite."
"Is not that your idea?"""," ""Well--as you please; only don't have a great set out."
"When you are tired of eating strawberries in the garden, there shall be cold meat in the house."""," ""I have not the least wish for it, I thank you."""
"If you wish me to talk to Mrs. Hodges, or to inspect anything--"""," ""Well--but if any difficulties should arise, my housekeeper is extremely clever."""
"If you wish me to talk to Mrs. Hodges, or to inspect anything--""  ""I have not the least wish for it, I thank you."""," ""I will answer for it, that mine thinks herself full as clever, and would spurn any body's assistance."""
"""Well--but if any difficulties should arise, my housekeeper is extremely clever."""," ""I wish we had a donkey."
"""I will answer for it, that mine thinks herself full as clever, and would spurn any body's assistance."""," ""You will not find either, between Donwell and Highbury."
"In a country life I conceive it to be a sort of necessary; for, let a woman have ever so many resources, it is not possible for her to be always shut up at home;--and very long walks, you know--in summer there is dust, and in winter there is dirt."""," ""That I am sure you would."
"I would wish every thing to be as much to your taste as possible.""", Mr. Knightley had another reason for avoiding a table in the shade.
"These were pleasant feelings, and she walked about and indulged them till it was necessary to do as the others did, and collect round the strawberry-beds.--The whole party were assembled, excepting Frank Churchill, who was expected every moment from Richmond; and Mrs. Elton, in all her apparatus of happiness, her large bonnet and her basket, was very ready to lead the way in gathering, accepting, or talking--strawberries, and only strawberries, could now be thought or spoken of.--"," Such, for half an hour, was the conversation--interrupted only once by Mrs. Weston, who came out, in her solicitude after her son-in-law, to inquire if he were come--and she was a little uneasy.--She had some fears of his horse."
"Mrs. Weston had been shewing them all to him, and now he would shew them all to Emma;--fortunate in having no other resemblance to a child, than in a total want of taste for what he saw, for he was slow, constant, and methodical.--Before this second looking over was begun, however, Emma walked into the hall for the sake of a few moments' free observation of the entrance and ground-plot of the house--and was hardly there, when Jane Fairfax appeared, coming quickly in from the garden, and with a look of escape.--Little expecting to meet Miss Woodhouse so soon, there was a start at first; but Miss Woodhouse was the very person she was in quest of."," ""Certainly, if you wish it;--but you are not going to walk to Highbury alone?"""
"Till they all come in I shall not be missed; and when they do, will you have the goodness to say that I am gone?"""," ""Yes--what should hurt me?--I walk fast."
"""Certainly, if you wish it;--but you are not going to walk to Highbury alone?"""," ""But it is too far, indeed it is, to be walking quite alone."
"I shall be at home in twenty minutes."""," ""Thank you, thank you--but on no account.--I would rather walk.--And for _me_ to be afraid of walking alone!--I, who may so soon have to guard others!"""
"It can be round in five minutes."""," She spoke with great agitation; and Emma very feelingly replied, ""That can be no reason for your being exposed to danger now."
"She spoke with great agitation; and Emma very feelingly replied,"," ""I am,""--she answered--""I am fatigued; but it is not the sort of fatigue--quick walking will refresh me.--Miss Woodhouse, we all know at times what it is to be wearied in spirits."
"The heat even would be danger.--You are fatigued already.""", Emma had not another word to oppose.
"Her parting look was grateful--and her parting words,","-seemed to burst from an overcharged heart, and to describe somewhat of the continual endurance to be practised by her, even towards some of those who loved her best."
"--seemed to burst from an overcharged heart, and to describe somewhat of the continual endurance to be practised by her, even towards some of those who loved her best."," Jane had not been gone a quarter of an hour, and they had only accomplished some views of St. Mark's Place, Venice, when Frank Churchill entered the room."
"The heat was excessive; he had never suffered any thing like it--almost wished he had staid at home--nothing killed him like heat--he could bear any degree of cold, etc., but heat was intolerable--and he sat down, at the greatest possible distance from the slight remains of Mr. Woodhouse's fire, looking very deplorable.",said Emma.
"""You will soon be cooler, if you sit still,"" said Emma."," Emma listened, and looked, and soon perceived that Frank Churchill's state might be best defined by the expressive phrase of being out of humour."
"Emma returned all her attention to her father, saying in secret--"," He was gone long enough to have had a very comfortable meal, and came back all the better--grown quite cool--and, with good manners, like himself--able to draw a chair close to them, take an interest in their employment; and regret, in a reasonable way, that he should be so late."
They were looking over views in Swisserland.," ""That may be--but not by sketches in Swisserland."
"I shall do something to expose myself."""," ""They may be induced to go too."
"Your uncle and aunt will never allow you to leave England."""," ""You are sick of prosperity and indulgence."
"I am serious, Miss Woodhouse, whatever your penetrating eyes may fancy--I am sick of England--and would leave it to-morrow, if I could."""," ""_I_ sick of prosperity and indulgence!"
"Cannot you invent a few hardships for yourself, and be contented to stay?"""," ""You are not quite so miserable, though, as when you first came."
"I do not consider myself at all a fortunate person."""," ""No--I shall not stir."
"Another slice of cold meat, another draught of Madeira and water, will make you nearly on a par with the rest of us."""," ""We are going to Box Hill to-morrow;--you will join us."
"You are my best cure."""," ""No, certainly not; I shall go home in the cool of the evening."""
"You will stay, and go with us?"""," ""But you may come again in the cool of to-morrow morning."""
"""No, certainly not; I shall go home in the cool of the evening."""," ""No--It will not be worth while."
"""But you may come again in the cool of to-morrow morning."""," ""Then pray stay at Richmond."""
"If I come, I shall be cross."""," ""But if I do, I shall be crosser still."
"""Then pray stay at Richmond."""," ""These are difficulties which you must settle for yourself."
"I can never bear to think of you all there without me."""," The rest of the party were now returning, and all were soon collected."
"Frank Churchill's little inclination to exclude himself increased so much, that his last words to Emma were,", She smiled her acceptance; and nothing less than a summons from Richmond was to take him back before the following evening.
She still intended him for her friend.," ""Yes, you were very cross; and I do not know what about, except that you were too late for the best strawberries."
"I had quite determined to go away again."""," ""Don't say I was cross."
"You begged hard to be commanded to come."""," ""It is hotter to-day."""
"The heat overcame me."""," ""Not to my feelings."
"""It is hotter to-day."""," ""You are comfortable because you are under command."""
"I am perfectly comfortable to-day."""," ""Your command?--Yes."""
"""You are comfortable because you are under command."""," ""Perhaps I intended you to say so, but I meant self-command."
"""Your command?--Yes."""," ""It comes to the same thing."
"You had, somehow or other, broken bounds yesterday, and run away from your own management; but to-day you are got back again--and as I cannot be always with you, it is best to believe your temper under your own command rather than mine."""," ""Dating from three o'clock yesterday."
"You are always with me."""," ""Three o'clock yesterday!"
"My perpetual influence could not begin earlier, or you would not have been so much out of humour before."""," ""Your gallantry is really unanswerable."
"I thought I had seen you first in February.""","lowering her voice)--nobody speaks except ourselves, and it is rather too much to be talking nonsense for the entertainment of seven silent people."""
But (lowering her voice," ""I say nothing of which I am ashamed,"" replied he, with lively impudence."
"But (lowering her voice)--nobody speaks except ourselves, and it is rather too much to be talking nonsense for the entertainment of seven silent people.""","And then whispering--""Our companions are excessively stupid."
And then whispering--,"adies and gentlemen, I am ordered by Miss Woodhouse (who, wherever she is, presides) to say, that she desires to know what you are all thinking of?"""
They _shall_ talk.," Some laughed, and answered good-humouredly."
Miss Bates said a great deal; Mrs. Elton swelled at the idea of Miss Woodhouse's presiding; Mr. Knightley's answer was the most distinct.," ""Oh!"
"""Is Miss Woodhouse sure that she would like to hear what we are all thinking of?"""," ""It is a sort of thing,"" cried Mrs. Elton emphatically, ""which _I_ should not have thought myself privileged to inquire into."
"There are one or two, perhaps, (glancing at Mr. Weston and Harriet,) whose thoughts I might not be afraid of knowing."""," Her mutterings were chiefly to her husband; and he murmured, in reply,  ""Very true, my love, very true."
"Though, perhaps, as the _Chaperon_ of the party--_I_ never was in any circle--exploring parties--young ladies--married women--""  Her mutterings were chiefly to her husband; and he murmured, in reply,"," ""It will not do,"" whispered Frank to Emma; ""they are most of them affronted."
"Every body knows what is due to _you_.""","adies and gentlemen--I am ordered by Miss Woodhouse to say, that she waives her right of knowing exactly what you may all be thinking of, and only requires something very entertaining from each of you, in a general way."
I will attack them with more address.," ""Oh!"
"Here are seven of you, besides myself, (who, she is pleased to say, am very entertaining already,) and she only demands from each of you either one thing very clever, be it prose or verse, original or repeated--or two things moderately clever--or three things very dull indeed, and she engages to laugh heartily at them all.""", Emma could not resist.
Emma could not resist.," Miss Bates, deceived by the mock ceremony of her manner, did not immediately catch her meaning; but, when it burst on her, it could not anger, though a slight blush shewed that it could pain her."
"Miss Bates, deceived by the mock ceremony of her manner, did not immediately catch her meaning; but, when it burst on her, it could not anger, though a slight blush shewed that it could pain her.","turning to Mr. Knightley,) and I will try to hold my tongue."
"Yes, I see what she means, (turning to Mr. Knightley,)"," ""I like your plan,"" cried Mr. Weston."
"I must make myself very disagreeable, or she would not have said such a thing to an old friend."""," ""Low, I am afraid, sir, very low,"" answered his son;--""but we shall be indulgent--especially to any one who leads the way."""
"How will a conundrum reckon?"""," ""No, no,"" said Emma, ""it will not reckon low."
"""Low, I am afraid, sir, very low,"" answered his son;--""but we shall be indulgent--especially to any one who leads the way."""," ""I doubt its being very clever myself,"" said Mr. Weston."
"Come, sir, pray let me hear it."""," ""What two letters!--express perfection!"
"""It is too much a matter of fact, but here it is.--What two letters of the alphabet are there, that express perfection?"""," ""Ah!"
"I am sure I do not know.""","to Emma), I am certain, will never guess.--I will tell you.--M."
"You, (to Emma),", Understanding and gratification came together.
"It might be a very indifferent piece of wit, but Emma found a great deal to laugh at and enjoy in it--and so did Frank and Harriet.--It did not seem to touch the rest of the party equally; some looked very stupid about it, and Mr. Knightley gravely said,"," ""Oh!"
"_Perfection_ should not have come quite so soon."""," ""Yes, yes, pray pass _me_,"" added her husband, with a sort of sneering consciousness; ""_I_ have nothing to say that can entertain Miss Woodhouse, or any other young lady."
"We have nothing clever to say--not one of us."""," ""With all my heart."
"Shall we walk, Augusta?"""," Jane declined it, however, and the husband and wife walked off."
"Jane declined it, however, and the husband and wife walked off."," Miss Fairfax, who had seldom spoken before, except among her own confederates, spoke now."
"Miss Fairfax, who had seldom spoken before, except among her own confederates, spoke now.",-She was stopped by a cough.
Frank Churchill turned towards her to listen.,"said he, gravely."
She recovered her voice.," He made no answer; merely looked, and bowed in submission; and soon afterwards said, in a lively tone,  ""Well, I have so little confidence in my own judgment, that whenever I marry, I hope some body will chuse my wife for me."
"He made no answer; merely looked, and bowed in submission; and soon afterwards said, in a lively tone,"," ""And make her like myself."""
"Adopt her, educate her."""," ""By all means, if you can."""
"""And make her like myself."""," ""Very well."
"""By all means, if you can."""," ""She must be very lively, and have hazle eyes."
"You shall have a charming wife.""", Emma was in no danger of forgetting.
Referring the education to her seemed to imply it.," ""If you please, my dear."
"Elton?"""," They walked off, followed in half a minute by Mr. Knightley."
"He looked around, as if to see that no one were near, and then said,"," Emma recollected, blushed, was sorry, but tried to laugh it off."
"Emma recollected, blushed, was sorry, but tried to laugh it off."," ""I assure you she did."
"I dare say she did not understand me."""," ""Oh!"""
"I wish you could have heard her honouring your forbearance, in being able to pay her such attentions, as she was for ever receiving from yourself and your father, when her society must be so irksome."""," ""They are blended,"" said he, ""I acknowledge; and, were she prosperous, I could allow much for the occasional prevalence of the ridiculous over the good."
"cried Emma, ""I know there is not a better creature in the world: but you must allow, that what is good and what is ridiculous are most unfortunately blended in her."""," While they talked, they were advancing towards the carriage; it was ready; and, before she could speak again, he had handed her in."
"Jane she had a distinct glimpse of, looking extremely ill; and, before the door had shut them out, she heard Miss Bates saying,"," Poor old Mrs. Bates, civil and humble as usual, looked as if she did not quite understand what was going on."
"Poor old Mrs. Bates, civil and humble as usual, looked as if she did not quite understand what was going on.", Emma seriously hoped she would.
The touch seemed immediate.,"winkling away a tear or two)--but it will be very trying for us to part with her, after having had her so long, and she has a dreadful headache just now, writing all the morning:--such long letters, you know, to be written to Colonel Campbell, and Mrs. Dixon."
"This does not seem much like joy, indeed, in me--(twinkling away a tear or two","My dear,' said I, 'you will blind yourself'--for tears were in her eyes perpetually."
"'My dear,'",you will blind yourself'--for tears were in her eyes perpetually.
"'My dear,' said I, 'you will blind yourself","gain dispersing her tears)--but, poor dear soul!"
"It is a great change; and though she is amazingly fortunate--such a situation, I suppose, as no young woman before ever met with on first going out--do not think us ungrateful, Miss Woodhouse, for such surprising good fortune--(again dispersing her tears","My dear,' said I, 'I shall say you are laid down upon the bed:' but, however, she is not; she is walking about the room."
"'My dear,'","I shall say you are laid down upon the bed:' but, however, she is not; she is walking about the room."
"'My dear,' said I, 'I shall say you are laid down upon the bed:'","It is only Mrs. Cole,' said I, 'depend upon it."
"'It is only Mrs. Cole,'",depend upon it.
"'Well,'","it must be borne some time or other, and it may as well be now.'"
"'Well,' said she, 'it must be borne some time or other, and it may as well be now.'",Oh!'
'Oh!',it is Miss Woodhouse: I am sure you will like to see her.'
"--'I can see nobody,'","If you must go, my dear,' said I, 'you must, and I will say you are laid down upon the bed.'"""
"'If you must go, my dear,'","you must, and I will say you are laid down upon the bed.'"""
"She had understood it was to be delayed till Colonel Campbell's return."""," There was no bearing such an ""always;"" and to break through her dreadful gratitude, Emma made the direct inquiry of--  ""Where--may I ask?--is Miss Fairfax going?"""
"There was no bearing such an ""always;"" and to break through her dreadful gratitude, Emma made the direct inquiry of--"," ""To a Mrs. Smallridge--charming woman--most superior--to have the charge of her three little girls--delightful children."
"There was no bearing such an ""always;"" and to break through her dreadful gratitude, Emma made the direct inquiry of--  ""Where--may I ask?--is Miss Fairfax going?"""," ""Mrs. Elton, I suppose, has been the person to whom Miss Fairfax owes--""  ""Yes, our good Mrs. Elton."
"Jane will be only four miles from Maple Grove."""," ""Yes, our good Mrs. Elton."
"""Mrs. Elton, I suppose, has been the person to whom Miss Fairfax owes--"""," ""You spent the evening with Mrs."
"I had not the least idea!--Jane took Mrs. Elton aside, and told her at once, that upon thinking over the advantages of Mrs. Smallridge's situation, she had come to the resolution of accepting it.--I did not know a word of it till it was all settled."""," ""Yes, all of us; Mrs. Elton would have us come."
"Elton?""","You _must_ _all_ spend your evening with us,' said she--'I positively must have you _all_ come.'"""
"'You _must_ _all_ spend your evening with us,'"," positively must have you _all_ come.'"""
"'You _must_ _all_ spend your evening with us,' said she--'I positively must have you _all_ come.'"""," ""No, not Mr. Knightley; he declined it from the first; and though I thought he would come, because Mrs. Elton declared she would not let him off, he did not;--but my mother, and Jane, and I, were all there, and a very agreeable evening we had."
"""Mr. Knightley was there too, was he?"""," ""Miss Fairfax, I suppose, though you were not aware of it, had been making up her mind the whole day?"""
"However, _I_ shall always think it a very pleasant party, and feel extremely obliged to the kind friends who included me in it."""," ""I dare say she had."""
"""Miss Fairfax, I suppose, though you were not aware of it, had been making up her mind the whole day?"""," ""Whenever the time may come, it must be unwelcome to her and all her friends--but I hope her engagement will have every alleviation that is possible--I mean, as to the character and manners of the family."""
"""I dare say she had."""," ""Thank you, dear Miss Woodhouse."
"""Whenever the time may come, it must be unwelcome to her and all her friends--but I hope her engagement will have every alleviation that is possible--I mean, as to the character and manners of the family."""," ""Ah!"
"Even you, used as you are to great sums, would hardly believe that so much could be given to a young person like Jane."""," ""You are so noble in your ideas!"""
"madam,"" cried Emma, ""if other children are at all like what I remember to have been myself, I should think five times the amount of what I have ever yet heard named as a salary on such occasions, dearly earned."""," ""And when is Miss Fairfax to leave you?"""
"""You are so noble in your ideas!"""," ""Very soon, very soon, indeed; that's the worst of it."
"""And when is Miss Fairfax to leave you?"""," ""Her friends must all be sorry to lose her; and will not Colonel and Mrs. Campbell be sorry to find that she has engaged herself before their return?"""
"So then, I try to put it out of her thoughts, and say, Come ma'am, do not let us think about it any more."""," ""Yes; Jane says she is sure they will; but yet, this is such a situation as she cannot feel herself justified in declining."
"""Her friends must all be sorry to lose her; and will not Colonel and Mrs. Campbell be sorry to find that she has engaged herself before their return?"""," Miss Bates would hardly give Emma time to say how perfectly new this circumstance was to her; but as without supposing it possible that she could be ignorant of any of the particulars of Mr. Frank Churchill's going, she proceeded to give them all, it was of no consequence."
"The contrast between Mrs. Churchill's importance in the world, and Jane Fairfax's, struck her; one was every thing, the other nothing--and she sat musing on the difference of woman's destiny, and quite unconscious on what her eyes were fixed, till roused by Miss Bates's saying,"," Now Emma was obliged to think of the pianoforte; and the remembrance of all her former fanciful and unfair conjectures was so little pleasing, that she soon allowed herself to believe her visit had been long enough; and, with a repetition of every thing that she could venture to say of the good wishes which she really felt, took leave."
"Knightley immediately got up, and in a manner decidedly graver than usual, said,"," ""Nothing at all."
"Have you any thing to send or say, besides the 'love,' which nobody carries?"""," ""Yes--rather--I have been thinking of it some little time."""
"But is not this a sudden scheme?""", Emma was sure he had not forgiven her; he looked unlike himself.
"While he stood, as if meaning to go, but not going--her father began his inquiries."," Emma's colour was heightened by this unjust praise; and with a smile, and shake of the head, which spoke much, she looked at Mr."
"He had long made up his mind to Jane Fairfax's going out as governess, and could talk of it cheerfully, but Mr. Knightley's going to London had been an unexpected blow.", The following day brought news from Richmond to throw every thing else into the background.
"--Even Mr. Weston shook his head, and looked solemn, and said,","and resolved, that his mourning should be as handsome as possible; and his wife sat sighing and moralising over her broad hems with a commiseration and good sense, true and steady."
"--He met her at the parlour-door, and hardly asking her how she did, in the natural key of his voice, sunk it immediately, to say, unheard by her father,"," ""Is she unwell?"""
"She must see you."""," ""No, no, not at all--only a little agitated."
"""Is she unwell?""","odding towards her father)--Humph!--Can you come?"""
"She would have ordered the carriage, and come to you, but she must see you _alone_, and that you know--(nodding towards her father"," ""Certainly."
"She would have ordered the carriage, and come to you, but she must see you _alone_, and that you know--(nodding towards her father)--Humph!--Can you come?"""," ""Depend upon me--but ask no more questions."
"But what can be the matter?--Is she really not ill?"""," To guess what all this meant, was impossible even for Emma."
"Something really important seemed announced by his looks; but, as her friend was well, she endeavoured not to be uneasy, and settling it with her father, that she would take her walk now, she and Mr. Weston were soon out of the house together and on their way at a quick pace for Randalls."," ""No, no,""--he gravely replied.--""Don't ask me."
"""Now,""--said Emma, when they were fairly beyond the sweep gates,--""now Mr. Weston, do let me know what has happened."""," ""Break it to me,"" cried Emma, standing still with terror.--""Good God!--Mr."
"Do not be impatient, Emma; it will all come out too soon."""," ""No, indeed you are mistaken."""
"Tell me, I charge you tell me this moment what it is.""","-  ""Mr. Weston do not trifle with me.--Consider how many of my dearest friends are now in Brunswick Square."
--," ""Upon my word, Emma."""
"Which of them is it?--I charge you by all that is sacred, not to attempt concealment.""","-  ""Your word!--why not your honour!--why not say upon your honour, that it has nothing to do with any of them?"
--," ""Upon my honour,"" said he very seriously, ""it does not."
"Good Heavens!--What can be to be _broke_ to me, that does not relate to one of that family?"""," Emma's courage returned, and she walked on."
"Emma's courage returned, and she walked on.", Emma found that she must wait; and now it required little effort.
It inspired little more than an animating curiosity.,"said she, as they proceeded--speaking more to assist Mr. Weston in keeping his secret, than with any other view."
"said she, as they proceeded--speaking more to assist Mr. Weston in keeping his secret, than with any other view."," ""Has your son been with you, then?"""
"He is half way to Windsor by this time."""," ""Oh!"
"""Has your son been with you, then?"""," For a moment he was silent; and then added, in a tone much more guarded and demure,  ""Yes, Frank came over this morning, just to ask us how we did."""
"For a moment he was silent; and then added, in a tone much more guarded and demure,"," They hurried on, and were speedily at Randalls.--""Well, my dear,"" said he, as they entered the room--""I have brought her, and now I hope you will soon be better."
"They hurried on, and were speedily at Randalls.--","-And Emma distinctly heard him add, in a lower tone, before he quitted the room,--""I have been as good as my word."
"--And Emma distinctly heard him add, in a lower tone, before he quitted the room,--"," Mrs. Weston was looking so ill, and had an air of so much perturbation, that Emma's uneasiness increased; and the moment they were alone, she eagerly said,  ""What is it my dear friend?"
"Mrs. Weston was looking so ill, and had an air of so much perturbation, that Emma's uneasiness increased; and the moment they were alone, she eagerly said,"," ""Have you indeed no idea?"""
"It will do you good to speak of your distress, whatever it may be."""," ""So far as that it relates to Mr. Frank Churchill, I do guess."""
"""Cannot you, my dear Emma--cannot you form a guess as to what you are to hear?"""," ""You are right."
"""So far as that it relates to Mr. Frank Churchill, I do guess."""," (resuming her work, and seeming resolved against looking up.)"
"It does relate to him, and I will tell you directly;""  (resuming her work, and seeming resolved against looking up.)", She stopped to breathe.
"Emma thought first of herself, and then of Harriet."," Emma even jumped with surprize;--and, horror-struck, exclaimed,  ""Jane Fairfax!--Good God!"
"Emma even jumped with surprize;--and, horror-struck, exclaimed,"," ""You may well be amazed,"" returned Mrs. Weston, still averting her eyes, and talking on with eagerness, that Emma might have time to recover-- ""You may well be amazed."
"You do not mean it?"""," Emma scarcely heard what was said.--Her mind was divided between two ideas--her own former conversations with him about Miss Fairfax; and poor Harriet;--and for some time she could only exclaim, and require confirmation, repeated confirmation."
"Emma scarcely heard what was said.--Her mind was divided between two ideas--her own former conversations with him about Miss Fairfax; and poor Harriet;--and for some time she could only exclaim, and require confirmation, repeated confirmation."," ""Engaged since October,--secretly engaged.--It has hurt me, Emma, very much."
"What!--engaged to her all the winter--before either of them came to Highbury?"""," Emma pondered a moment, and then replied, ""I will not pretend _not_ to understand you; and to give you all the relief in my power, be assured that no such effect has followed his attentions to me, as you are apprehensive of."""
"Emma pondered a moment, and then replied,"," Mrs. Weston looked up, afraid to believe; but Emma's countenance was as steady as her words."
"Mrs. Weston looked up, afraid to believe; but Emma's countenance was as steady as her words."," Mrs. Weston kissed her with tears of joy; and when she could find utterance, assured her, that this protestation had done her more good than any thing else in the world could do."
"Mrs. Weston kissed her with tears of joy; and when she could find utterance, assured her, that this protestation had done her more good than any thing else in the world could do."," ""I have escaped; and that I should escape, may be a matter of grateful wonder to you and myself."
"It was our darling wish that you might be attached to each other--and we were persuaded that it was so.-- Imagine what we have been feeling on your account."""," ""From something that he said, my dear Emma, I rather imagine--""  ""And how could _she_ bear such behaviour!"
"What right had he to endeavour to please, as he certainly did--to distinguish any one young woman with persevering attention, as he certainly did--while he really belonged to another?--How could he tell what mischief he might be doing?--How could he tell that he might not be making me in love with him?--very wrong, very wrong indeed."""," ""And how could _she_ bear such behaviour!"
"""From something that he said, my dear Emma, I rather imagine--"""," ""There were misunderstandings between them, Emma; he said so expressly."
"to look on, while repeated attentions were offering to another woman, before her face, and not resent it.--That is a degree of placidity, which I can neither comprehend nor respect."""," ""Impropriety!"
"The present crisis, indeed, seemed to be brought on by them; and those misunderstandings might very possibly arise from the impropriety of his conduct."""," ""Nay, dear Emma, now I must take his part; for though he has been wrong in this instance, I have known him long enough to answer for his having many, very many, good qualities; and--""  ""Good God!"""
"So unlike what a man should be!--None of that upright integrity, that strict adherence to truth and principle, that disdain of trick and littleness, which a man should display in every transaction of his life."""," ""Good God!"""
"""Nay, dear Emma, now I must take his part; for though he has been wrong in this instance, I have known him long enough to answer for his having many, very many, good qualities; and--"""," ""He knew nothing about it, Emma."
"To suffer her to engage herself--to suffer her even to think of such a measure!""", Emma began to listen better.
Emma began to listen better.," ""_His_ sufferings,"" replied Emma dryly, ""do not appear to have done him much harm."
"They must both have suffered a great deal under such a system of secresy and concealment."""," ""Most favourably for his nephew--gave his consent with scarcely a difficulty."
"Well, and how did Mr. Churchill take it?"""," ""Ah!"""
"What a blessing it is, when undue influence does not survive the grave!--He gave his consent with very little persuasion."""," ""This was settled last night, and Frank was off with the light this morning."
"thought Emma, ""he would have done as much for Harriet."""," ""And do you really believe the affair to have been carrying on with such perfect secresy?--The Campbells, the Dixons, did none of them know of the engagement?"""
"He stopped at Highbury, at the Bates's, I fancy, some time--and then came on hither; but was in such a hurry to get back to his uncle, to whom he is just now more necessary than ever, that, as I tell you, he could stay with us but a quarter of an hour.--He was very much agitated--very much, indeed--to a degree that made him appear quite a different creature from any thing I had ever seen him before.--In addition to all the rest, there had been the shock of finding her so very unwell, which he had had no previous suspicion of--and there was every appearance of his having been feeling a great deal.""", Emma could not speak the name of Dixon without a little blush.
Emma could not speak the name of Dixon without a little blush.," ""Well,"" said Emma, ""I suppose we shall gradually grow reconciled to the idea, and I wish them very happy."
"He positively said that it had been known to no being in the world but their two selves."""," ""I am quite easy on that head,"" replied Mrs. Weston."
"What has it been but a system of hypocrisy and deceit,--espionage, and treachery?--To come among us with professions of openness and simplicity; and such a league in secret to judge us all!--Here have we been, the whole winter and spring, completely duped, fancying ourselves all on an equal footing of truth and honour, with two people in the midst of us who may have been carrying round, comparing and sitting in judgment on sentiments and words that were never meant for both to hear.--They must take the consequence, if they have heard each other spoken of in a way not perfectly agreeable!"""," ""You are in luck.--Your only blunder was confined to my ear, when you imagined a certain friend of ours in love with the lady."""
"""I am very sure that I never said any thing of either to the other, which both might not have heard."""," ""True."
"""You are in luck.--Your only blunder was confined to my ear, when you imagined a certain friend of ours in love with the lady."""," At this moment Mr. Weston appeared at a little distance from the window, evidently on the watch."
"His wife gave him a look which invited him in; and, while he was coming round, added,"," ""Much, indeed!"""
"And how much may be said in her situation for even that error!""","the world is not their's, nor the world's law.'"""
"She met Mr. Weston on his entrance, with a smiling countenance, exclaiming,"," A glance or two between him and his wife, convinced him that all was as right as this speech proclaimed; and its happy effect on his spirits was immediate."
CHAPTER XI,"-Those were the words; in them lay the tormenting ideas which Emma could not get rid of, and which constituted the real misery of the business to her."
"Common sense would have directed her to tell Harriet, that she must not allow herself to think of him, and that there were five hundred chances to one against his ever caring for her.--", She was extremely angry with herself.
"Could the event of the disclosure bear an equal resemblance!--But of that, unfortunately, there could be no chance."," ""What news do you mean?"""
"cried Harriet, coming eagerly into the room--""is not this the oddest news that ever was?""","replied Emma, unable to guess, by look or voice, whether Harriet could indeed have received any hint."
"replied Emma, unable to guess, by look or voice, whether Harriet could indeed have received any hint."," ""What did Mr. Weston tell you?"""
"He told me it was to be a great secret; and, therefore, I should not think of mentioning it to any body but you, but he said you knew it.""","-said Emma, still perplexed."
"--said Emma, still perplexed."," It was, indeed, so odd; Harriet's behaviour was so extremely odd, that Emma did not know how to understand it."
"Emma looked at her, quite unable to speak."," ""Upon my word,"" said Emma, ""I begin to doubt my having any such talent."
"""Had you any idea,"" cried Harriet, ""of his being in love with her?--You, perhaps, might.--You (blushing as she spoke) who can see into every body's heart; but nobody else--"""," ""Me!"""
"You may be very sure that if I had, I should have cautioned you accordingly."""," ""I am delighted to hear you speak so stoutly on the subject,"" replied Emma, smiling; ""but you do not mean to deny that there was a time--and not very distant either--when you gave me reason to understand that you did care about him?"""
"""Why should you caution me?--You do not think I care about Mr. Frank Churchill."""," ""Him!--never, never."
"""I am delighted to hear you speak so stoutly on the subject,"" replied Emma, smiling; ""but you do not mean to deny that there was a time--and not very distant either--when you gave me reason to understand that you did care about him?""", turning away distressed.
turning away distressed.," She could not speak another word.--Her voice was lost; and she sat down, waiting in great terror till Harriet should answer."
"Harriet, who was standing at some distance, and with face turned from her, did not immediately say any thing; and when she did speak, it was in a voice nearly as agitated as Emma's."," ""Harriet!"""
"At first, if you had not told me that more wonderful things had happened; that there had been matches of greater disparity (those were your very words);--I should not have dared to give way to--I should not have thought it possible--But if _you_, who had been always acquainted with him--"""," ""To be sure I am."
"Knightley?"""," ""Not quite,"" returned Emma, with forced calmness, ""for all that you then said, appeared to me to relate to a different person."
"When we talked about him, it was as clear as possible."""," ""Oh!"
"I am sure the service Mr. Frank Churchill had rendered you, in protecting you from the gipsies, was spoken of."""," ""My dear Harriet, I perfectly remember the substance of what I said on the occasion."
"Miss Woodhouse, how you do forget!"""," ""Oh, dear,"" cried Harriet, ""now I recollect what you mean; but I was thinking of something very different at the time."
"I told you that I did not wonder at your attachment; that considering the service he had rendered you, it was extremely natural:--and you agreed to it, expressing yourself very warmly as to your sense of that service, and mentioning even what your sensations had been in seeing him come forward to your rescue.--The impression of it is strong on my memory."""," ""Good God!"""
"That was the kind action; that was the noble benevolence and generosity; that was the service which made me begin to feel how superior he was to every other being upon earth."""," ""You would not have encouraged me, then, if you had understood me?"
"cried Emma, ""this has been a most unfortunate--most deplorable mistake!--What is to be done?""", She paused a few moments.
Emma could not speak., Harriet was standing at one of the windows.
"Emma turned round to look at her in consternation, and hastily said,"," ""Yes,"" replied Harriet modestly, but not fearfully--""I must say that I have."""
"Emma turned round to look at her in consternation, and hastily said,  ""Have you any idea of Mr. Knightley's returning your affection?"""," Emma's eyes were instantly withdrawn; and she sat silently meditating, in a fixed attitude, for a few minutes."
