left_context,right_context
"""Upon my word it is, Miss Bates.--He really is engaged from morning to night.--There is no end of people's coming to him, on some pretence or other.--The magistrates, and overseers, and churchwardens, are always wanting his opinion. They seem not able to do any thing without him.--'Upon my word, Mr. E.,'","rather you than I.--I do not know what would become of my crayons and my instrument, if I had half so many applicants.' --Bad enough as it is, for I absolutely neglect them both to an unpardonable degree.--I believe I have not played a bar this fortnight.--However, he is coming, I assure you: yes, indeed, on purpose to wait on you all."""
"""Upon my word it is, Miss Bates.--He really is engaged from morning to night.--There is no end of people's coming to him, on some pretence or other.--The magistrates, and overseers, and churchwardens, are always wanting his opinion. They seem not able to do any thing without him.--'Upon my word, Mr. E.,' I often say, 'rather you than I.--I do not know what would become of my crayons and my instrument, if I had half so many applicants.'","And putting up her hand to screen her words from Emma--""A congratulatory visit, you know.--Oh! yes, quite indispensable."""
"--Bad enough as it is, for I absolutely neglect them both to an unpardonable degree.--I believe I have not played a bar this fortnight.--However, he is coming, I assure you: yes, indeed, on purpose to wait on you all."" And putting up her hand to screen her words from Emma--"," Miss Bates looked about her, so happily--! ""He promised to come to me as soon as he could disengage himself from Knightley; but he and Knightley are shut up together in deep consultation.--Mr."
"yes, quite indispensable."" Miss Bates looked about her, so happily--!"," Emma would not have smiled for the world, and only said, ""Is Mr. Elton gone on foot to Donwell?--He will have a hot walk."" ""Oh!"
"E. is Knightley's right hand."" Emma would not have smiled for the world, and only said,"," ""Oh! no, it is a meeting at the Crown, a regular meeting."
"E. is Knightley's right hand."" Emma would not have smiled for the world, and only said, ""Is Mr. Elton gone on foot to Donwell?--He will have a hot walk."""," ""Have not you mistaken the day?"" said Emma."
"no, it is a meeting at the Crown, a regular meeting. Weston and Cole will be there too; but one is apt to speak only of those who lead.--I fancy Mr. E. and Knightley have every thing their own way."""," ""Oh! no, the meeting is certainly to-day,"" was the abrupt answer, which denoted the impossibility of any blunder on Mrs. Elton's side.--""I do believe,"" she continued, ""this is the most troublesome parish that ever was."
"""I am almost certain that the meeting at the Crown is not till to-morrow.--Mr. Knightley was at Hartfield yesterday, and spoke of it as for Saturday.""","was the abrupt answer, which denoted the impossibility of any blunder on Mrs. Elton's side.--""I do believe,"" she continued, ""this is the most troublesome parish that ever was. We never heard of such things at Maple Grove."""
"""Oh! no, the meeting is certainly to-day,"" was the abrupt answer, which denoted the impossibility of any blunder on Mrs. Elton's side.--"," ""Your parish there was small,"" said Jane. ""Upon my word, my dear, I do not know, for I never heard the subject talked of."""
"no, the meeting is certainly to-day,"" was the abrupt answer, which denoted the impossibility of any blunder on Mrs. Elton's side.--""I do believe,"" she continued, ""this is the most troublesome parish that ever was. We never heard of such things at Maple Grove.""","said Jane. ""Upon my word, my dear, I do not know, for I never heard the subject talked of."""
"We never heard of such things at Maple Grove."" ""Your parish there was small,"" said Jane."," ""But it is proved by the smallness of the school, which I have heard you speak of, as under the patronage of your sister and Mrs. Bragge; the only school, and not more than five-and-twenty children."" ""Ah!"
"""Your parish there was small,"" said Jane. ""Upon my word, my dear, I do not know, for I never heard the subject talked of."""," ""Ah! you clever creature, that's very true."
"""Upon my word, my dear, I do not know, for I never heard the subject talked of."" ""But it is proved by the smallness of the school, which I have heard you speak of, as under the patronage of your sister and Mrs. Bragge; the only school, and not more than five-and-twenty children."""," It seemed an unnecessary caution; Jane was wanting to give her words, not to Mrs. Elton, but to Miss Woodhouse, as the latter plainly saw. The wish of distinguishing her, as far as civility permitted, was very evident, though it could not often proceed beyond a look."
Mr. Elton made his appearance. His lady greeted him with some of her sparkling vivacity.," Mr. Elton was so hot and tired, that all this wit seemed thrown away. His civilities to the other ladies must be paid; but his subsequent object was to lament over himself for the heat he was suffering, and the walk he had had for nothing."
"Mr. Elton was so hot and tired, that all this wit seemed thrown away. His civilities to the other ladies must be paid; but his subsequent object was to lament over himself for the heat he was suffering, and the walk he had had for nothing."," ""Donwell!"" cried his wife.--""My dear Mr. E., you have not been to Donwell!--You mean the Crown; you come from the meeting at the Crown."""
"very unaccountable! after the note I sent him this morning, and the message he returned, that he should certainly be at home till one."""," ""No, no, that's to-morrow; and I particularly wanted to see Knightley to-day on that very account.--Such a dreadful broiling morning!--I went over the fields too--(speaking in a tone of great ill-usage,) which made it so much the worse. And then not to find him at home!"
"""Donwell!"" cried his wife.--""My dear Mr. E., you have not been to Donwell!--You mean the Crown; you come from the meeting at the Crown.""","peaking in a tone of great ill-usage,) which made it so much the worse. And then not to find him at home!"
"cried his wife.--""My dear Mr. E., you have not been to Donwell!--You mean the Crown; you come from the meeting at the Crown."" ""No, no, that's to-morrow; and I particularly wanted to see Knightley to-day on that very account.--Such a dreadful broiling morning!--I went over the fields too--(speaking in a tone of great ill-usage,)"," Emma amused herself by protesting that it was very extraordinary, indeed, and that she had not a syllable to say for him. ""I cannot imagine,"" said Mrs. Elton, (feeling the indignity as a wife ought to do,) ""I cannot imagine how he could do such a thing by you, of all people in the world!"
"Perhaps to Hartfield, perhaps to the Abbey Mill, perhaps into his woods.--Miss Woodhouse, this is not like our friend Knightley!--Can you explain it?"" Emma amused herself by protesting that it was very extraordinary, indeed, and that she had not a syllable to say for him."," ""I met William Larkins,"" continued Mr. Elton, ""as I got near the house, and he told me I should not find his master at home, but I did not believe him.--William seemed rather out of humour. He did not know what was come to his master lately, he said, but he could hardly ever get the speech of him."
"Depend upon it, that was the case: and very likely to happen with the Donwell servants, who are all, I have often observed, extremely awkward and remiss.--I am sure I would not have such a creature as his Harry stand at our sideboard for any consideration. And as for Mrs. Hodges, Wright holds her very cheap indeed.--She promised Wright a receipt, and never sent it."""," Emma felt that she could not do better than go home directly. In all probability she was at this very time waited for there; and Mr. Knightley might be preserved from sinking deeper in aggression towards Mr. Elton, if not towards William Larkins."
"In all probability she was at this very time waited for there; and Mr. Knightley might be preserved from sinking deeper in aggression towards Mr. Elton, if not towards William Larkins. She was pleased, on taking leave, to find Miss Fairfax determined to attend her out of the room, to go with her even downstairs; it gave her an opportunity which she immediately made use of, to say,"," ""Oh!"" cried Jane, with a blush and an hesitation which Emma thought infinitely more becoming to her than all the elegance of all her usual composure--""there would have been no danger."
"She was pleased, on taking leave, to find Miss Fairfax determined to attend her out of the room, to go with her even downstairs; it gave her an opportunity which she immediately made use of, to say,  ""It is as well, perhaps, that I have not had the possibility. Had you not been surrounded by other friends, I might have been tempted to introduce a subject, to ask questions, to speak more openly than might have been strictly correct.--I feel that I should certainly have been impertinent."""," ""Oh! you are too scrupulous, indeed you are,"" cried Emma warmly, and taking her hand."
"I feel it so very due. But, unfortunately--in short, if your compassion does not stand my friend--"""," ""You are very kind, but I know what my manners were to you.--So cold and artificial!--I had always a part to act.--It was a life of deceit!--I know that I must have disgusted you."" ""Pray say no more."
"you are too scrupulous, indeed you are,"" cried Emma warmly, and taking her hand. ""You owe me no apologies; and every body to whom you might be supposed to owe them, is so perfectly satisfied, so delighted even--"""," ""Pray say no more. I feel that all the apologies should be on my side."
"you are too scrupulous, indeed you are,"" cried Emma warmly, and taking her hand. ""You owe me no apologies; and every body to whom you might be supposed to owe them, is so perfectly satisfied, so delighted even--""  ""You are very kind, but I know what my manners were to you.--So cold and artificial!--I had always a part to act.--It was a life of deceit!--I know that I must have disgusted you."""," ""Very."" ""And the next news, I suppose, will be, that we are to lose you--just as I begin to know you."""
"We must do whatever is to be done quickest, and I think our feelings will lose no time there. I hope you have pleasant accounts from Windsor?"""," ""And the next news, I suppose, will be, that we are to lose you--just as I begin to know you."" ""Oh!"
"I hope you have pleasant accounts from Windsor?"" ""Very."""," ""Oh! as to all that, of course nothing can be thought of yet."
"""Very."" ""And the next news, I suppose, will be, that we are to lose you--just as I begin to know you."""," ""Nothing can be actually settled yet, perhaps,"" replied Emma, smiling--""but, excuse me, it must be thought of."" The smile was returned as Jane answered,  ""You are very right; it has been thought of."
"I am here till claimed by Colonel and Mrs. Campbell."""," The smile was returned as Jane answered,  ""You are very right; it has been thought of. And I will own to you, (I am sure it will be safe), that so far as our living with Mr. Churchill at Enscombe, it is settled."
"""Nothing can be actually settled yet, perhaps,"" replied Emma, smiling--""but, excuse me, it must be thought of."" The smile was returned as Jane answered,"," ""Thank you, thank you.--This is just what I wanted to be assured of.--Oh! if you knew how much I love every thing that is decided and open!--Good-bye, good-bye."""
"And I will own to you, (I am sure it will be safe), that so far as our living with Mr. Churchill at Enscombe, it is settled. There must be three months, at least, of deep mourning; but when they are over, I imagine there will be nothing more to wait for.""","   CHAPTER XVII   Mrs. Weston's friends were all made happy by her safety; and if the satisfaction of her well-doing could be increased to Emma, it was by knowing her to be the mother of a little girl. She had been decided in wishing for a Miss Weston."
"She would not acknowledge that it was with any view of making a match for her, hereafter, with either of Isabella's sons; but she was convinced that a daughter would suit both father and mother best. It would be a great comfort to Mr. Weston, as he grew older--and even Mr. Weston might be growing older ten years hence--to have his fireside enlivened by the sports and the nonsense, the freaks and the fancies of a child never banished from home; and Mrs. Weston--no one could doubt that a daughter would be most to her; and it would be quite a pity that any one who so well knew how to teach, should not have their powers in exercise again."," ""That is,"" replied Mr. Knightley, ""she will indulge her even more than she did you, and believe that she does not indulge her at all. It will be the only difference."""
"It would be a great comfort to Mr. Weston, as he grew older--and even Mr. Weston might be growing older ten years hence--to have his fireside enlivened by the sports and the nonsense, the freaks and the fancies of a child never banished from home; and Mrs. Weston--no one could doubt that a daughter would be most to her; and it would be quite a pity that any one who so well knew how to teach, should not have their powers in exercise again. ""She has had the advantage, you know, of practising on me,"" she continued--""like La Baronne d'Almane on La Comtesse d'Ostalis, in Madame de Genlis' Adelaide and Theodore, and we shall now see her own little Adelaide educated on a more perfect plan."""," ""Poor child!"" cried Emma; ""at that rate, what will become of her?"""
"""That is,"" replied Mr. Knightley, ""she will indulge her even more than she did you, and believe that she does not indulge her at all. It will be the only difference."""," ""Nothing very bad.--The fate of thousands. She will be disagreeable in infancy, and correct herself as she grows older."
"""Poor child!"" cried Emma; ""at that rate, what will become of her?"""," Emma laughed, and replied: ""But I had the assistance of all your endeavours to counteract the indulgence of other people. I doubt whether my own sense would have corrected me without it."""
"I, who am owing all my happiness to _you_, would not it be horrible ingratitude in me to be severe on them?"" Emma laughed, and replied:"," ""Do you?--I have no doubt. Nature gave you understanding:--Miss Taylor gave you principles."
"Emma laughed, and replied: ""But I had the assistance of all your endeavours to counteract the indulgence of other people. I doubt whether my own sense would have corrected me without it."""," ""I am sure you were of use to me,"" cried Emma. ""I was very often influenced rightly by you--oftener than I would own at the time."
"The good was all to myself, by making you an object of the tenderest affection to me. I could not think about you so much without doating on you, faults and all; and by dint of fancying so many errors, have been in love with you ever since you were thirteen at least."""," ""How often, when you were a girl, have you said to me, with one of your saucy looks--'Mr. Knightley, I am going to do so-and-so; papa says I may, or I have Miss Taylor's leave'--something which, you knew, I did not approve."
"I am very sure you did me good. And if poor little Anna Weston is to be spoiled, it will be the greatest humanity in you to do as much for her as you have done for me, except falling in love with her when she is thirteen."""," ""What an amiable creature I was!--No wonder you should hold my speeches in such affectionate remembrance."" ""'Mr."
"Knightley, I am going to do so-and-so; papa says I may, or I have Miss Taylor's leave'--something which, you knew, I did not approve. In such cases my interference was giving you two bad feelings instead of one."""," ""'Mr. Knightley.'"
"In such cases my interference was giving you two bad feelings instead of one."" ""What an amiable creature I was!--No wonder you should hold my speeches in such affectionate remembrance."""," ""I remember once calling you 'George,' in one of my amiable fits, about ten years ago. I did it because I thought it would offend you; but, as you made no objection, I never did it again."""
"Knightley;' and, from habit, it has not so very formal a sound.--And yet it is formal. I want you to call me something else, but I do not know what."""," ""And cannot you call me 'George' now?"" ""Impossible!--I never can call you any thing but 'Mr."
"""I remember once calling you 'George,' in one of my amiable fits, about ten years ago. I did it because I thought it would offend you; but, as you made no objection, I never did it again."""," ""Impossible!--I never can call you any thing but 'Mr. Knightley.'"
"I did it because I thought it would offend you; but, as you made no objection, I never did it again."" ""And cannot you call me 'George' now?"""," Emma grieved that she could not be more openly just to one important service which his better sense would have rendered her, to the advice which would have saved her from the worst of all her womanly follies--her wilful intimacy with Harriet Smith; but it was too tender a subject.--She could not enter on it.--Harriet was very seldom mentioned between them. This, on his side, might merely proceed from her not being thought of; but Emma was rather inclined to attribute it to delicacy, and a suspicion, from some appearances, that their friendship were declining."
"Emma's comforts and hopes were most agreeably carried on, by Harriet's being to stay longer; her fortnight was likely to be a month at least. Mr. and Mrs. John Knightley were to come down in August, and she was invited to remain till they could bring her back."," It was the answer to the communication of his intended marriage. Emma accepted it with a very eager hand, with an impatience all alive to know what he would say about it, and not at all checked by hearing that her friend was unmentioned."
"It was the answer to the communication of his intended marriage. Emma accepted it with a very eager hand, with an impatience all alive to know what he would say about it, and not at all checked by hearing that her friend was unmentioned."," ""He writes like a sensible man,"" replied Emma, when she had read the letter. ""I honour his sincerity."
"""John enters like a brother into my happiness,"" continued Mr. Knightley, ""but he is no complimenter; and though I well know him to have, likewise, a most brotherly affection for you, he is so far from making flourishes, that any other young woman might think him rather cool in her praise. But I am not afraid of your seeing what he writes."""," ""My Emma, he means no such thing. He only means--""  ""He and I should differ very little in our estimation of the two,""  interrupted she, with a sort of serious smile--""much less, perhaps, than he is aware of, if we could enter without ceremony or reserve on the subject."""
"It is very plain that he considers the good fortune of the engagement as all on my side, but that he is not without hope of my growing, in time, as worthy of your affection, as you think me already. Had he said any thing to bear a different construction, I should not have believed him."""," ""He and I should differ very little in our estimation of the two,""  interrupted she, with a sort of serious smile--""much less, perhaps, than he is aware of, if we could enter without ceremony or reserve on the subject."" ""Emma, my dear Emma--""  ""Oh!"""
"""My Emma, he means no such thing. He only means--"""," ""Emma, my dear Emma--""  ""Oh!"" she cried with more thorough gaiety, ""if you fancy your brother does not do me justice, only wait till my dear father is in the secret, and hear his opinion."
"""My Emma, he means no such thing. He only means--""  ""He and I should differ very little in our estimation of the two,""  interrupted she, with a sort of serious smile--""much less, perhaps, than he is aware of, if we could enter without ceremony or reserve on the subject."""," ""Oh!"" she cried with more thorough gaiety, ""if you fancy your brother does not do me justice, only wait till my dear father is in the secret, and hear his opinion."
"He only means--""  ""He and I should differ very little in our estimation of the two,""  interrupted she, with a sort of serious smile--""much less, perhaps, than he is aware of, if we could enter without ceremony or reserve on the subject."" ""Emma, my dear Emma--"""," ""Ah!"" he cried, ""I wish your father might be half as easily convinced as John will be, of our having every right that equal worth can give, to be happy together."
"He will think all the happiness, all the advantage, on your side of the question; all the merit on mine. I wish I may not sink into 'poor Emma' with him at once.--His tender compassion towards oppressed worth can go no farther."""," ""If I understand your brother, he only means so far as your having some thoughts of marrying. He had no idea of me."
"he cried, ""I wish your father might be half as easily convinced as John will be, of our having every right that equal worth can give, to be happy together. I am amused by one part of John's letter--did you notice it?--where he says, that my information did not take him wholly by surprize, that he was rather in expectation of hearing something of the kind."""," ""Yes, yes--but I am amused that he should have seen so far into my feelings. What has he been judging by?--I am not conscious of any difference in my spirits or conversation that could prepare him at this time for my marrying any more than at another.--But it was so, I suppose."
"He had no idea of me. He seems perfectly unprepared for that."""," The time was coming when the news must spread farther, and other persons' reception of it tried. As soon as Mrs. Weston was sufficiently recovered to admit Mr. Woodhouse's visits, Emma having it in view that her gentle reasonings should be employed in the cause, resolved first to announce it at home, and then at Randalls.--But how to break it to her father at last!--She had bound herself to do it, in such an hour of Mr. Knightley's absence, or when it came to the point her heart would have failed her, and she must have put it off; but Mr. Knightley was to come at such a time, and follow up the beginning she was to make.--She was forced to speak, and to speak cheerfully too."
"And who but Mr. Knightley could know and bear with Mr. Woodhouse, so as to make such an arrangement desirable!--The difficulty of disposing of poor Mr. Woodhouse had been always felt in her husband's plans and her own, for a marriage between Frank and Emma. How to settle the claims of Enscombe and Hartfield had been a continual impediment--less acknowledged by Mr. Weston than by herself--but even he had never been able to finish the subject better than by saying--","But here there was nothing to be shifted off in a wild speculation on the future. It was all right, all open, all equal."
"If any thing could increase her delight, it was perceiving that the baby would soon have outgrown its first set of caps. The news was universally a surprize wherever it spread; and Mr. Weston had his five minutes share of it; but five minutes were enough to familiarise the idea to his quickness of mind.--He saw the advantages of the match, and rejoiced in them with all the constancy of his wife; but the wonder of it was very soon nothing; and by the end of an hour he was not far from believing that he had always foreseen it."," He went to Highbury the next morning, and satisfied himself on that point. He told her the news."
"One set might recommend their all removing to Donwell, and leaving Hartfield for the John Knightleys; and another might predict disagreements among their servants; but yet, upon the whole, there was no serious objection raised, except in one habitation, the Vicarage.--There, the surprize was not softened by any satisfaction. Mr. Elton cared little about it, compared with his wife; he only hoped ""the young lady's pride would now be contented;"" and supposed ""she had always meant to catch Knightley if she could;"" and, on the point of living at Hartfield, could daringly exclaim,","-But Mrs. Elton was very much discomposed indeed.--""Poor Knightley! poor fellow!--sad business for him."""
"Mr. Elton cared little about it, compared with his wife; he only hoped ""the young lady's pride would now be contented;"" and supposed ""she had always meant to catch Knightley if she could;"" and, on the point of living at Hartfield, could daringly exclaim, ""Rather he than I!"" --But Mrs. Elton was very much discomposed indeed.--","-She was extremely concerned; for, though very eccentric, he had a thousand good qualities.--How could he be so taken in?--Did not think him at all in love--not in the least.--Poor Knightley!--There would be an end of all pleasant intercourse with him.--How happy he had been to come and dine with them whenever they asked him! But that would be all over now.--Poor fellow!--No more exploring parties to Donwell made for _her_."
"It was an alarming change; and Emma was thinking of it one morning, as what must bring a great deal to agitate and grieve her, when Mr. Knightley came in, and distressing thoughts were put by. After the first chat of pleasure he was silent; and then, in a graver tone, began with,"," ""Good or bad?"" said she, quickly, looking up in his face."
"It was an alarming change; and Emma was thinking of it one morning, as what must bring a great deal to agitate and grieve her, when Mr. Knightley came in, and distressing thoughts were put by. After the first chat of pleasure he was silent; and then, in a graver tone, began with,  ""I have something to tell you, Emma; some news.""","said she, quickly, looking up in his face. ""I do not know which it ought to be called."""
"""Good or bad?"" said she, quickly, looking up in his face."," ""Oh! good I am sure.--I see it in your countenance."
"said she, quickly, looking up in his face. ""I do not know which it ought to be called."""," ""I am afraid,"" said he, composing his features, ""I am very much afraid, my dear Emma, that you will not smile when you hear it."" ""Indeed!"
"good I am sure.--I see it in your countenance. You are trying not to smile."""," ""Indeed! but why so?--I can hardly imagine that any thing which pleases or amuses you, should not please and amuse me too."""
"You are trying not to smile."" ""I am afraid,"" said he, composing his features, ""I am very much afraid, my dear Emma, that you will not smile when you hear it."""," ""There is one subject,"" he replied, ""I hope but one, on which we do not think alike."" He paused a moment, again smiling, with his eyes fixed on her face."
"""Indeed! but why so?--I can hardly imagine that any thing which pleases or amuses you, should not please and amuse me too."""," Her cheeks flushed at the name, and she felt afraid of something, though she knew not what. ""Have you heard from her yourself this morning?"""
"""Does nothing occur to you?--Do not you recollect?--Harriet Smith."" Her cheeks flushed at the name, and she felt afraid of something, though she knew not what."," ""No, I have not; I know nothing; pray tell me."" ""You are prepared for the worst, I see--and very bad it is."
"cried he. ""You have, I believe, and know the whole."""," ""You are prepared for the worst, I see--and very bad it is. Harriet Smith marries Robert Martin."""
"""You have, I believe, and know the whole."" ""No, I have not; I know nothing; pray tell me."""," Emma gave a start, which did not seem like being prepared--and her eyes, in eager gaze, said, ""No, this is impossible!"" but her lips were closed."
"Emma gave a start, which did not seem like being prepared--and her eyes, in eager gaze, said, ""No, this is impossible!"" but her lips were closed."," She was still looking at him with the most speaking amazement. ""You like it, my Emma, as little as I feared.--I wish our opinions were the same."
"He left me not half an hour ago."" She was still looking at him with the most speaking amazement."," ""You mistake me, you quite mistake me,"" she replied, exerting herself. ""It is not that such a circumstance would now make me unhappy, but I cannot believe it."
"But in time they will. Time, you may be sure, will make one or the other of us think differently; and, in the meanwhile, we need not talk much on the subject."""," ""I mean that he has done it,"" answered Mr. Knightley, with smiling but determined decision, ""and been accepted."" ""Good God!"""
"You cannot mean that he has even proposed to her again--yet. You only mean, that he intends it."""," ""Good God!"" she cried.--""Well!"""
"You only mean, that he intends it."" ""I mean that he has done it,"" answered Mr. Knightley, with smiling but determined decision, ""and been accepted.""","-Then having recourse to her workbasket, in excuse for leaning down her face, and concealing all the exquisite feelings of delight and entertainment which she knew she must be expressing, she added, ""Well, now tell me every thing; make this intelligible to me. How, where, when?--Let me know it all."
"she cried.--""Well!"" --Then having recourse to her workbasket, in excuse for leaning down her face, and concealing all the exquisite feelings of delight and entertainment which she knew she must be expressing, she added,"," ""It is a very simple story. He went to town on business three days ago, and I got him to take charge of some papers which I was wanting to send to John.--He delivered these papers to John, at his chambers, and was asked by him to join their party the same evening to Astley's."
"How, where, when?--Let me know it all. I never was more surprized--but it does not make me unhappy, I assure you.--How--how has it been possible?"""," He stopped.--Emma dared not attempt any immediate reply. To speak, she was sure would be to betray a most unreasonable degree of happiness."
"She must wait a moment, or he would think her mad. Her silence disturbed him; and after observing her a little while, he added,"," He wanted her to look up and smile; and having now brought herself not to smile too broadly--she did--cheerfully answering,  ""You need not be at any pains to reconcile me to the match. I think Harriet is doing extremely well."
"His rank in society I would alter if I could, which is saying a great deal I assure you, Emma.--You laugh at me about William Larkins; but I could quite as ill spare Robert Martin."" He wanted her to look up and smile; and having now brought herself not to smile too broadly--she did--cheerfully answering,"," ""You ought to know your friend best,"" replied Mr. Knightley; ""but I should say she was a good-tempered, soft-hearted girl, not likely to be very, very determined against any young man who told her he loved her."" Emma could not help laughing as she answered, ""Upon my word, I believe you know her quite as well as I do.--But, Mr. Knightley, are you perfectly sure that she has absolutely and downright _accepted_ him."
"You cannot imagine how suddenly it has come on me! how peculiarly unprepared I was!--for I had reason to believe her very lately more determined against him, much more, than she was before."""," Emma could not help laughing as she answered, ""Upon my word, I believe you know her quite as well as I do.--But, Mr. Knightley, are you perfectly sure that she has absolutely and downright _accepted_ him. I could suppose she might in time--but can she already?--Did not you misunderstand him?--You were both talking of other things; of business, shows of cattle, or new drills--and might not you, in the confusion of so many subjects, mistake him?--It was not Harriet's hand that he was certain of--it was the dimensions of some famous ox."""
"""You ought to know your friend best,"" replied Mr. Knightley; ""but I should say she was a good-tempered, soft-hearted girl, not likely to be very, very determined against any young man who told her he loved her."" Emma could not help laughing as she answered,"," The contrast between the countenance and air of Mr. Knightley and Robert Martin was, at this moment, so strong to Emma's feelings, and so strong was the recollection of all that had so recently passed on Harriet's side, so fresh the sound of those words, spoken with such emphasis, ""No, I hope I know better than to think of Robert Martin,"" that she was really expecting the intelligence to prove, in some measure, premature. It could not be otherwise."
"The contrast between the countenance and air of Mr. Knightley and Robert Martin was, at this moment, so strong to Emma's feelings, and so strong was the recollection of all that had so recently passed on Harriet's side, so fresh the sound of those words, spoken with such emphasis, ""No, I hope I know better than to think of Robert Martin,"" that she was really expecting the intelligence to prove, in some measure, premature. It could not be otherwise."," ""Oh! I always deserve the best treatment, because I never put up with any other; and, therefore, you must give me a plain, direct answer."
"cried Mr. Knightley. ""Do you dare to suppose me so great a blockhead, as not to know what a man is talking of?--What do you deserve?"""," ""I am quite sure,"" he replied, speaking very distinctly, ""that he told me she had accepted him; and that there was no obscurity, nothing doubtful, in the words he used; and I think I can give you a proof that it must be so. He asked my opinion as to what he was now to do."
"I always deserve the best treatment, because I never put up with any other; and, therefore, you must give me a plain, direct answer. Are you quite sure that you understand the terms on which Mr. Martin and Harriet now are?"""," ""I am perfectly satisfied,"" replied Emma, with the brightest smiles, ""and most sincerely wish them happy."" ""You are materially changed since we talked on this subject before."""
"I assured him that I could not. Then, he said, he would endeavour to see her in the course of this day."""," ""You are materially changed since we talked on this subject before."" ""I hope so--for at that time I was a fool."""
"Then, he said, he would endeavour to see her in the course of this day."" ""I am perfectly satisfied,"" replied Emma, with the brightest smiles, ""and most sincerely wish them happy."""," ""I hope so--for at that time I was a fool."" ""And I am changed also; for I am now very willing to grant you all Harriet's good qualities."
"""I am perfectly satisfied,"" replied Emma, with the brightest smiles, ""and most sincerely wish them happy."" ""You are materially changed since we talked on this subject before."""," ""And I am changed also; for I am now very willing to grant you all Harriet's good qualities. I have taken some pains for your sake, and for Robert Martin's sake, (whom I have always had reason to believe as much in love with her as ever,) to get acquainted with her."
"""You are materially changed since we talked on this subject before."" ""I hope so--for at that time I was a fool."""," ""Me!"" cried Emma, shaking her head.--""Ah!"
"You must have seen that I did. Sometimes, indeed, I have thought you were half suspecting me of pleading poor Martin's cause, which was never the case; but, from all my observations, I am convinced of her being an artless, amiable girl, with very good notions, very seriously good principles, and placing her happiness in the affections and utility of domestic life.--Much of this, I have no doubt, she may thank you for."""," She checked herself, however, and submitted quietly to a little more praise than she deserved. Their conversation was soon afterwards closed by the entrance of her father."
"They arrived.--Mrs. Weston was alone in the drawing-room:--but hardly had they been told of the baby, and Mr. Woodhouse received the thanks for coming, which he asked for, when a glimpse was caught through the blind, of two figures passing near the window.", In half a minute they were in the room. Emma was extremely glad to see him--but there was a degree of confusion--a number of embarrassing recollections on each side.
"They met readily and smiling, but with a consciousness which at first allowed little to be said; and having all sat down again, there was for some time such a blank in the circle, that Emma began to doubt whether the wish now indulged, which she had long felt, of seeing Frank Churchill once more, and of seeing him with Jane, would yield its proportion of pleasure. When Mr. Weston joined the party, however, and when the baby was fetched, there was no longer a want of subject or animation--or of courage and opportunity for Frank Churchill to draw near her and say,"," ""No, indeed,"" cried Emma, most happy to begin, ""not in the least. I am particularly glad to see and shake hands with you--and to give you joy in person."""
"I hope time has not made you less willing to pardon. I hope you do not retract what you then said."""," He thanked her with all his heart, and continued some time to speak with serious feeling of his gratitude and happiness. ""Is not she looking well?"""
"I am particularly glad to see and shake hands with you--and to give you joy in person."" He thanked her with all his heart, and continued some time to speak with serious feeling of his gratitude and happiness."," But his spirits were soon rising again, and with laughing eyes, after mentioning the expected return of the Campbells, he named the name of Dixon.--Emma blushed, and forbade its being pronounced in her hearing. ""I can never think of it,"" she cried, ""without extreme shame."""
"""Better than she ever used to do?--You see how my father and Mrs. Weston doat upon her."" But his spirits were soon rising again, and with laughing eyes, after mentioning the expected return of the Campbells, he named the name of Dixon.--Emma blushed, and forbade its being pronounced in her hearing."," ""The shame,"" he answered, ""is all mine, or ought to be. But is it possible that you had no suspicion?--I mean of late."
"But his spirits were soon rising again, and with laughing eyes, after mentioning the expected return of the Campbells, he named the name of Dixon.--Emma blushed, and forbade its being pronounced in her hearing. ""I can never think of it,"" she cried, ""without extreme shame."""," ""I never had the smallest, I assure you."" ""That appears quite wonderful."
"But is it possible that you had no suspicion?--I mean of late. Early, I know, you had none."""," ""That appears quite wonderful. I was once very near--and I wish I had--it would have been better."
"Early, I know, you had none."" ""I never had the smallest, I assure you."""," ""It is not now worth a regret,"" said Emma. ""I have some hope,"" resumed he, ""of my uncle's being persuaded to pay a visit at Randalls; he wants to be introduced to her."
"I was once very near--and I wish I had--it would have been better. But though I was always doing wrong things, they were very bad wrong things, and such as did me no service.--It would have been a much better transgression had I broken the bond of secrecy and told you every thing.""","said Emma. ""I have some hope,"" resumed he, ""of my uncle's being persuaded to pay a visit at Randalls; he wants to be introduced to her."
"But though I was always doing wrong things, they were very bad wrong things, and such as did me no service.--It would have been a much better transgression had I broken the bond of secrecy and told you every thing."" ""It is not now worth a regret,"" said Emma."," Emma spoke her pity so very kindly, that with a sudden accession of gay thought, he cried,  ""Ah! by the bye,"" then sinking his voice, and looking demure for the moment--""I hope Mr. Knightley is well?"""
"Do not you pity me?"" Emma spoke her pity so very kindly, that with a sudden accession of gay thought, he cried,"," Emma was delighted, and only wanted him to go on in the same style; but his mind was the next moment in his own concerns and with his own Jane, and his next words were,  ""Did you ever see such a skin?--such smoothness! such delicacy!--and yet without being actually fair.--One cannot call her fair."
